Date_Time,Test_Time(s),Step_Time(s),Step_Index,Voltage(V),Current(A),Surface_Temp(degC)
2019-09-05 01:30:10.274,9830.538368,82.0006,5,3.2022879123687744,-2.5003366470336914,25.35640525817871
2019-09-05 01:30:11.275,9831.539267999999,83.0015,5,3.202080488204956,-2.500357151031494,25.347091674804688
2019-09-05 01:30:12.275,9832.538668,84.0009,5,3.2015111446380615,-2.5003466606140137,25.347091674804688
2019-09-05 01:30:13.274,9833.538168,85.0004,5,3.2013027667999268,-2.5003719329833984,25.3765926361084
2019-09-05 01:30:14.275,9834.538868,86.0011,5,3.200995445251465,-2.500340461730957,25.3765926361084
2019-09-05 01:30:15.274,9835.538368,87.0006,5,3.2006354331970215,-2.5003552436828613,25.3765926361084
2019-09-05 01:30:16.274,9836.538467999999,88.0007,5,3.200394868850708,-2.5003466606140137,25.33253347346888
2019-09-05 01:30:17.274,9837.538068,89.0003,5,3.200111150741577,-2.500337600708008,25.332529067993164
2019-09-05 01:30:18.274,9838.538068,90.0003,5,3.1999123096466064,-2.500337600708008,25.332529067993164
2019-09-05 01:30:19.275,9839.538768,91.001,5,3.1997039318084717,-2.500349521636963,25.327280044555664
2019-09-05 01:30:20.275,9840.538967999999,92.0012,5,3.1993889808654785,-2.5003466606140137,25.327280044555664
2019-09-05 01:30:21.275,9841.539168,93.0014,5,3.199371576309204,-2.5003561973571777,25.327280044555664
2019-09-05 01:30:22.275,9842.538868,94.0011,5,3.199155330657959,-2.50034761428833,25.364465713500977
2019-09-05 01:30:23.275,9843.539068,95.0013,5,3.198798656463623,-2.500340461730957,25.364465713500977
2019-09-05 01:30:24.274,9844.538368,96.0006,5,3.1986165046691895,-2.500354290008545,25.364465713500977
2019-09-05 01:30:25.275,9845.538967999999,97.0012,5,3.198298692703247,-2.500352382659912,25.316086835719208
2019-09-05 01:30:26.274,9846.538568,98.0008,5,3.1982691287994385,-2.5003514289855957,25.316082000732422
2019-09-05 01:30:27.275,9847.538868,99.0011,5,3.1980738639831543,-2.5003719329833984,25.316082000732422
2019-09-05 01:30:28.274,9848.538368,100.0006,5,3.1979289054870605,-2.500363826751709,25.356111336250503
2019-09-05 01:30:29.274,9849.538368,101.0006,5,3.1977336406707764,-2.5003676414489746,25.356115341186523
2019-09-05 01:30:30.274,9850.538467999999,102.0007,5,3.197542667388916,-2.5003581047058105,25.356115341186523
2019-09-05 01:30:31.274,9851.537967999999,103.0002,5,3.197394371032715,-2.500349521636963,25.308953235415565
2019-09-05 01:30:32.275,9852.538768,104.001,5,3.197268486022949,-2.5003514289855957,25.308948516845703
2019-09-05 01:30:33.274,9853.537967999999,105.0002,5,3.197164297103882,-2.5003271102905273,25.353589358188515
2019-09-05 01:30:34.274,9854.538368,106.0006,5,3.1969168186187744,-2.50034761428833,25.353593826293945
2019-09-05 01:30:35.275,9855.539068,107.0013,5,3.196767568588257,-2.5003395080566406,25.353593826293945
2019-09-05 01:30:36.274,9856.538068,108.0003,5,3.196702480316162,-2.5003418922424316,25.357040060305067
